WigleWifi-1.6,appRelease=v1.14,model=M5Stack GPS Unit,release=v1.14,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
E4:8F:34:09:3A:A8,"Vodafone-41573815",[WPA2_PSK],2026-02-04 16:42:09,7,2442,-91,45.472181,7.867021,251.860000,0.600000,,,WIFI
D6:35:1D:B2:FD:6B,"TIM-29789035",[WPA2_PSK],2026-02-04 16:42:09,11,2462,-93,45.472181,7.867021,251.860000,0.600000,,,WIFI
FC:3F:DB:2F:8B:3A,"DIRECT-39-HP OfficeJet 4650",[WPA2_PSK],2026-02-04 16:42:09,11,2462,-93,45.472181,7.867021,251.860000,0.600000,,,WIFI
A0:2D:13:95:44:04,"Vodafone-A42507636",[WPA2_PSK],2026-02-04 16:42:17,6,2437,-90,45.472325,7.867134,255.120000,0.600000,,,WIFI
08:16:05:B9:6D:19,"Vodafone-Guest",[WPA2_PSK],2026-02-04 16:42:17,2,2417,-91,45.472325,7.867134,255.120000,0.600000,,,WIFI
A6:1C:1C:9B:42:FA,"iPhone. G.",[WPA2_WPA3_PSK],2026-02-04 16:42:17,6,2437,-92,45.472325,7.867134,255.120000,0.600000,,,WIFI
08:16:05:B9:6D:18,"Vodafone-C01490001",[WPA2_PSK],2026-02-04 16:42:17,2,2417,-93,45.472325,7.867134,255.120000,0.600000,,,WIFI
14:EB:B6:42:C3:C1,"VodafIvrea_EXT",[WPA2_PSK],2026-02-04 16:42:26,2,2417,-90,45.472526,7.867394,260.020000,0.600000,,,WIFI
86:25:19:12:8D:8B,"DIRECT-PHC48x Series",[WPA2_PSK],2026-02-04 16:42:26,9,2452,-92,45.472526,7.867394,260.020000,0.600000,,,WIFI
E4:8F:34:DE:CB:55,"Vodafone-A81512368",[WPA2_PSK],2026-02-04 16:42:34,9,2452,-91,45.472729,7.867325,257.350000,0.600000,,,WIFI
A4:91:B1:65:F0:9B,"TIM-23457947",[WPA2_PSK],2026-02-04 16:43:05,1,2412,-83,45.473292,7.867820,264.330000,0.700000,,,WIFI
08:16:05:68:7B:66,"Vodafone-E25757474",[WPA2_PSK],2026-02-04 16:43:05,2,2417,-87,45.473292,7.867820,264.330000,0.700000,,,WIFI
A4:91:B1:E0:6E:6B,"FASTWEB-VW5O82",[WPA2_PSK],2026-02-04 16:43:10,1,2412,-92,45.473217,7.868239,266.430000,0.700000,,,WIFI
CA:E4:0F:A9:37:5C,"Pranvera's Galaxy S21 5G",[WPA2_PSK],2026-02-04 16:43:18,1,2412,-85,45.473029,7.868860,268.320000,0.700000,,,WIFI
10:13:31:CB:2D:4B,"TIM-30092619",[WPA2_PSK],2026-02-04 16:43:18,1,2412,-90,45.473029,7.868860,268.320000,0.700000,,,WIFI
3C:EF:42:2A:29:C7,"TIM FWA-ZSTC",[WPA2_PSK],2026-02-04 16:43:41,1,2412,-92,45.471691,7.869639,256.860000,0.700000,,,WIFI
B4:A5:EF:73:CD:5B,"TIM-50250152",[WPA2_PSK],2026-02-04 16:43:46,11,2462,-91,45.471491,7.870110,254.320000,0.600000,,,WIFI
98:03:8E:2F:61:B8,"MOVIDA-EXT2.4",[WPA_WPA2_PSK],2026-02-04 16:43:54,6,2437,-87,45.470984,7.871224,254.720000,0.700000,,,WIFI
74:FE:CE:05:7D:16,"WINDTRE-057D16",[WPA2_PSK],2026-02-04 16:43:54,6,2437,-90,45.470984,7.871224,254.720000,0.700000,,,WIFI
78:D2:94:15:70:90,"NTGR_VMB_6786848017",[WPA2_PSK],2026-02-04 16:43:54,11,2462,-90,45.470984,7.871224,254.720000,0.700000,,,WIFI
B8:BE:F4:AA:0E:7C,"devolo-047",[WPA2_PSK],2026-02-04 16:43:54,1,2412,-92,45.470984,7.871224,254.720000,0.700000,,,WIFI
02:6F:88:CE:1A:01,"TIM-27479959",[WPA2_PSK],2026-02-04 16:43:54,11,2462,-93,45.470984,7.871224,254.720000,0.700000,,,WIFI
FA:EF:27:80:80:7D,"Galaxy A12AE00",[WPA2_PSK],2026-02-04 16:43:54,1,2412,-94,45.470984,7.871224,254.720000,0.700000,,,WIFI
A6:02:DB:CD:D8:EA,"TIM-FL",[WPA2_PSK],2026-02-04 16:44:02,11,2462,-84,45.470349,7.871878,250.000000,0.700000,,,WIFI
A6:02:DB:CD:D8:ED,"Irene-WiFi-VSGB33",[WPA2_PSK],2026-02-04 16:44:02,11,2462,-84,45.470349,7.871878,250.000000,0.700000,,,WIFI
02:DA:1D:62:B0:B3,"Anita 1",[WPA2_WPA3_PSK],2026-02-04 16:44:02,3,2422,-90,45.470349,7.871878,250.000000,0.700000,,,WIFI
1E:2D:1A:55:1D:48,"TIM-56269735",[WPA2_PSK],2026-02-04 16:44:02,11,2462,-93,45.470349,7.871878,250.000000,0.700000,,,WIFI
0C:EF:15:9E:9E:57,"TP-Link_9E57",[WPA2_PSK],2026-02-04 16:44:10,8,2447,-75,45.469754,7.872009,246.440000,0.700000,,,WIFI
3A:07:16:85:FA:B4,"iliadbox-2D5FA1",[WPA2_PSK],2026-02-04 16:44:10,11,2462,-86,45.469754,7.872009,246.440000,0.700000,,,WIFI
3C:84:6A:62:25:D6,"wifi-castello_EXT",[WPA_WPA2_PSK],2026-02-04 16:44:10,7,2442,-89,45.469754,7.872009,246.440000,0.700000,,,WIFI
C4:60:26:CC:EE:BC,"SKYWIFI_NFPZ9",[WPA2_PSK],2026-02-04 16:44:10,13,2472,-90,45.469754,7.872009,246.440000,0.700000,,,WIFI
30:B5:C2:C2:C4:F4,"wifi-castello",[WPA2_PSK],2026-02-04 16:44:10,3,2422,-92,45.469754,7.872009,246.440000,0.700000,,,WIFI
72:42:89:7E:81:5D,"TIM-37495236",[WPA2_PSK],2026-02-04 16:44:10,1,2412,-93,45.469754,7.872009,246.440000,0.700000,,,WIFI
B0:0A:D5:82:98:1D,"WebCube-981D",[WPA2_PSK],2026-02-04 16:44:18,5,2432,-78,45.469627,7.872446,241.220000,0.700000,,,WIFI
56:F8:2A:6C:78:E5,"Audi_MMI_3439",[WPA2_PSK],2026-02-04 16:44:18,6,2437,-86,45.469627,7.872446,241.220000,0.700000,,,WIFI
80:16:05:4F:04:C1,"Vodafone-A42365862",[WPA2_PSK],2026-02-04 16:44:18,10,2457,-89,45.469627,7.872446,241.220000,0.700000,,,WIFI
BC:15:AC:DE:74:54,"Vodafone-A41820612",[WPA2_PSK],2026-02-04 16:44:18,12,2467,-89,45.469627,7.872446,241.220000,0.700000,,,WIFI
E0:19:54:9C:DA:50,"FASTWEB-T6XE7G",[WPA2_PSK],2026-02-04 16:44:18,6,2437,-93,45.469627,7.872446,241.220000,0.700000,,,WIFI
A8:02:DB:FC:79:10,"maticasa",[WPA2_PSK],2026-02-04 16:44:18,12,2467,-93,45.469627,7.872446,241.220000,0.700000,,,WIFI
F0:B4:D2:7E:FF:B4,"D-Link-7EFFB0",[WPA2_PSK],2026-02-04 16:44:26,1,2412,-77,45.469291,7.872141,235.120000,0.700000,,,WIFI
52:FE:E4:06:8B:73,"Galaxy A14 1417",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-82,45.469291,7.872141,235.120000,0.700000,,,WIFI
C0:49:43:9B:A2:32,"TIM-62151382",[WPA2_PSK],2026-02-04 16:44:26,8,2447,-84,45.469291,7.872141,235.120000,0.700000,,,WIFI
D8:0D:17:24:94:11,"Galaxy A14 1417",[WPA_WPA2_PSK],2026-02-04 16:44:26,11,2462,-84,45.469291,7.872141,235.120000,0.700000,,,WIFI
B8:D5:26:01:7E:C9,"Home&Life SuperWiFi-7EC9",[WPA2_PSK],2026-02-04 16:44:26,2,2417,-86,45.469291,7.872141,235.120000,0.700000,,,WIFI
98:03:8E:23:A9:48,"WINDTRE-23A948",[WPA2_WPA3_PSK],2026-02-04 16:44:26,6,2437,-87,45.469291,7.872141,235.120000,0.700000,,,WIFI
9C:31:C3:BC:85:04,"SKYWIFI_WPDEZ",[WPA2_PSK],2026-02-04 16:44:26,13,2472,-88,45.469291,7.872141,235.120000,0.700000,,,WIFI
C0:A3:6E:C7:F9:CC,"SKYWIFI_NPEHP",[WPA2_PSK],2026-02-04 16:44:26,13,2472,-89,45.469291,7.872141,235.120000,0.700000,,,WIFI
F4:92:BF:51:AB:C7,"Docenti-ICIvrea1",[WPA2_PSK],2026-02-04 16:44:26,1,2412,-90,45.469291,7.872141,235.120000,0.700000,,,WIFI
FA:92:BF:51:AB:C7,"Alunni-ICIvrea1",[WPA2_PSK],2026-02-04 16:44:26,1,2412,-90,45.469291,7.872141,235.120000,0.700000,,,WIFI
D4:72:26:72:63:C7,"WebCube-63C7",[WPA2_PSK],2026-02-04 16:44:26,1,2412,-90,45.469291,7.872141,235.120000,0.700000,,,WIFI
E2:B3:70:A4:EE:4D,"Home-Aurora",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-90,45.469291,7.872141,235.120000,0.700000,,,WIFI
F6:64:B8:8C:21:7E,"TIM-17324291",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-90,45.469291,7.872141,235.120000,0.700000,,,WIFI
0A:C7:F5:36:5B:4A,"FASTWEB-365B42",[WPA2_WPA3_PSK],2026-02-04 16:44:26,1,2412,-91,45.469291,7.872141,235.120000,0.700000,,,WIFI
08:16:05:CB:61:38,"Vodafone-C65692727",[WPA2_PSK],2026-02-04 16:44:26,1,2412,-91,45.469291,7.872141,235.120000,0.700000,,,WIFI
E8:D1:1B:55:DD:7F,"FASTWEB-5573AF",[WPA2_PSK],2026-02-04 16:44:26,6,2437,-91,45.469291,7.872141,235.120000,0.700000,,,WIFI
DE:B3:70:A4:EE:4D,"Home-Carmen",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-92,45.469291,7.872141,235.120000,0.700000,,,WIFI
D8:B3:70:A4:EE:4D,"Home-Barbero",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-94,45.469291,7.872141,235.120000,0.700000,,,WIFI
D2:70:46:7C:13:BB,"Redmi 9A",[WPA2_PSK],2026-02-04 16:44:26,11,2462,-94,45.469291,7.872141,235.120000,0.700000,,,WIFI
04:F0:21:90:DB:3B,"Pistoni1901",[WPA_WPA2_PSK],2026-02-04 16:44:34,9,2452,-84,45.468705,7.872569,242.420000,0.700000,,,WIFI
10:3C:59:AC:3D:16,"ZTE_AC3D16",[WPA2_PSK],2026-02-04 16:44:34,1,2412,-85,45.468705,7.872569,242.420000,0.700000,,,WIFI
3C:37:86:D2:8D:77,"Pistoni1901_2GEXT",[WPA_WPA2_PSK],2026-02-04 16:44:34,9,2452,-85,45.468705,7.872569,242.420000,0.700000,,,WIFI
F4:F6:47:0C:3C:B8,"Wind3 HUB - 0C3CB8",[WPA2_PSK],2026-02-04 16:44:34,6,2437,-87,45.468705,7.872569,242.420000,0.700000,,,WIFI
3C:EF:42:8A:63:5A,"WINDTRE-635A",[WPA_WPA2_PSK],2026-02-04 16:44:34,6,2437,-90,45.468705,7.872569,242.420000,0.700000,,,WIFI
30:42:40:FD:75:42,"Wind3 HUB - FD7542",[WPA2_PSK],2026-02-04 16:44:34,6,2437,-90,45.468705,7.872569,242.420000,0.700000,,,WIFI
D6:35:1D:6A:B3:94,"TIM-25112980",[WPA2_PSK],2026-02-04 16:44:34,1,2412,-92,45.468705,7.872569,242.420000,0.700000,,,WIFI
BC:CF:4F:13:85:32,"Home&Life SuperWiFi-8532",[WPA2_PSK],2026-02-04 16:44:34,2,2417,-93,45.468705,7.872569,242.420000,0.700000,,,WIFI
06:64:B8:96:E5:C2,"TIM-22635215",[WPA2_PSK],2026-02-04 16:44:34,10,2457,-96,45.468705,7.872569,242.420000,0.700000,,,WIFI
C4:EA:1D:3E:B6:5B,"Telecom-22213723",[WPA_WPA2_PSK],2026-02-04 16:44:43,6,2437,-91,45.468442,7.872717,247.460000,0.800000,,,WIFI
30:E1:71:F1:50:6E,"DIRECT-6D-HP ENVY 4520 series",[WPA2_PSK],2026-02-04 16:44:43,1,2412,-93,45.468442,7.872717,247.460000,0.800000,,,WIFI
08:16:05:46:62:36,"Vodafone-E75115214",[WPA2_PSK],2026-02-04 16:44:43,12,2467,-95,45.468442,7.872717,247.460000,0.800000,,,WIFI
34:60:F9:7C:06:FE,"Cpx-M5",[WPA2_PSK],2026-02-04 16:44:51,3,2422,-81,45.468442,7.872717,247.460000,0.700000,,,WIFI
54:83:3A:B7:E4:0D,"Home&Life SuperWiFi-E40D",[WPA2_PSK],2026-02-04 16:44:51,11,2462,-82,45.468442,7.872717,247.460000,0.700000,,,WIFI
B4:14:E6:5A:EC:A1,"TO4-PC",[WPA2_ENTERPRISE],2026-02-04 16:44:51,1,2412,-87,45.468442,7.872717,247.460000,0.700000,,,WIFI
D8:EC:E5:32:06:39,"Lumina italia",[WPA2_PSK],2026-02-04 16:44:51,1,2412,-87,45.468442,7.872717,247.460000,0.700000,,,WIFI
98:9B:CB:97:FE:AF,"FRITZ!Box 7530 HW",[WPA2_PSK],2026-02-04 16:44:51,11,2462,-88,45.468442,7.872717,247.460000,0.700000,,,WIFI
08:2F:E9:D9:67:E1,"TO4-PC",[WPA2_ENTERPRISE],2026-02-04 16:44:51,1,2412,-89,45.468442,7.872717,247.460000,0.700000,,,WIFI
9A:9B:CB:97:FE:AF,"STUDIOLEGALE Accesso ospite",[WPA2_PSK],2026-02-04 16:44:51,11,2462,-90,45.468442,7.872717,247.460000,0.700000,,,WIFI
2C:3A:FD:27:35:74,"FASTALP 10602092",[WPA2_PSK],2026-02-04 16:44:51,1,2412,-92,45.468442,7.872717,247.460000,0.700000,,,WIFI
76:02:DB:CE:E5:5E,"TIM-82280440",[WPA2_PSK],2026-02-04 16:45:00,1,2412,-71,45.468256,7.872857,251.150000,0.800000,,,WIFI
D8:B3:70:B7:43:15,"casa2",[WPA2_WPA3_PSK],2026-02-04 16:45:00,6,2437,-71,45.468256,7.872857,251.150000,0.800000,,,WIFI
3A:07:16:FB:55:D4,"casa di P@py61",[WPA2_PSK],2026-02-04 16:45:00,11,2462,-76,45.468256,7.872857,251.150000,0.800000,,,WIFI
CC:32:E5:70:0F:52,"TIM-82280440",[WPA2_PSK],2026-02-04 16:45:00,1,2412,-79,45.468256,7.872857,251.150000,0.800000,,,WIFI
16:CB:19:3E:39:BC,"DIRECT-BC-HP ENVY 6400 series",[WPA2_PSK],2026-02-04 16:45:00,6,2437,-82,45.468256,7.872857,251.150000,0.800000,,,WIFI
34:E1:A9:D3:F2:10,"FRITZ!Box 7690 DZ",[WPA2_PSK],2026-02-04 16:45:00,11,2462,-84,45.468256,7.872857,251.150000,0.800000,,,WIFI
94:39:E5:59:B3:8A,"HP-Print-8a-LaserJet 100",[OPEN],2026-02-04 16:45:00,6,2437,-86,45.468256,7.872857,251.150000,0.800000,,,WIFI
1C:61:B4:44:E5:FA,"Wi-Ivrea",[OPEN],2026-02-04 16:45:00,6,2437,-86,45.468256,7.872857,251.150000,0.800000,,,WIFI
74:DA:88:87:0D:B5,"TP-Link_0DB5",[WPA2_PSK],2026-02-04 16:45:08,12,2467,-84,45.468412,7.873460,255.810000,0.800000,,,WIFI
32:90:A2:0B:86:CD,"TIM-99027234",[WPA2_PSK],2026-02-04 16:45:08,1,2412,-85,45.468412,7.873460,255.810000,0.800000,,,WIFI
60:83:E7:B6:3D:AA,"TP-Link_3DAA",[WPA2_PSK],2026-02-04 16:45:08,2,2417,-88,45.468412,7.873460,255.810000,0.800000,,,WIFI
74:36:6D:73:D7:B4,"Vodafone-A78012818",[WPA2_PSK],2026-02-04 16:45:08,5,2432,-88,45.468412,7.873460,255.810000,0.800000,,,WIFI
06:0E:3C:74:30:1F,"DIRECT-1F-HP Laser 107w",[WPA2_PSK],2026-02-04 16:45:08,5,2432,-90,45.468412,7.873460,255.810000,0.800000,,,WIFI
14:14:59:56:E7:3C,"Vodafone-A46804007",[WPA2_PSK],2026-02-04 16:45:08,2,2417,-93,45.468412,7.873460,255.810000,0.800000,,,WIFI
E0:63:DA:AD:B1:F4,"Ivrea_Assicura",[WPA2_PSK],2026-02-04 16:45:16,6,2437,-82,45.468866,7.874192,254.930000,0.700000,,,WIFI
5E:AF:97:13:93:04,"Servizio",[WPA2_PSK],2026-02-04 16:45:16,1,2412,-91,45.468866,7.874192,254.930000,0.700000,,,WIFI
E0:63:DA:AD:B7:B4,"Ivrea_Assicura",[WPA2_PSK],2026-02-04 16:45:16,6,2437,-91,45.468866,7.874192,254.930000,0.700000,,,WIFI
5A:AF:97:13:93:04,"3t Boutique Hotel",[WPA2_PSK],2026-02-04 16:45:16,1,2412,-93,45.468866,7.874192,254.930000,0.700000,,,WIFI
36:64:B8:8C:BD:CE,"TIM-71963898",[WPA2_PSK],2026-02-04 16:45:16,11,2462,-93,45.468866,7.874192,254.930000,0.700000,,,WIFI
98:BA:5F:63:B6:4A,"TP-Link_B64A",[WPA2_PSK],2026-02-04 16:45:24,4,2427,-78,45.469217,7.874753,251.380000,0.700000,,,WIFI
EA:4F:25:3E:99:70,"My VW 8368",[WPA2_PSK],2026-02-04 16:45:32,6,2437,-73,45.469584,7.875331,246.260000,0.700000,,,WIFI
FA:25:51:DE:61:DF,"DIRECT-T7-EPSON-XP-8700 Series",[WPA2_PSK],2026-02-04 16:45:32,4,2427,-89,45.469584,7.875331,246.260000,0.700000,,,WIFI
F2:D9:30:F8:D8:E2,"Galaxy S23 Ultra 84B0",[WPA2_PSK],2026-02-04 16:45:32,6,2437,-93,45.469584,7.875331,246.260000,0.700000,,,WIFI
3C:6A:D2:B9:2C:FD,"TP-Link_2CFD",[WPA2_PSK],2026-02-04 16:45:32,4,2427,-94,45.469584,7.875331,246.260000,0.700000,,,WIFI
EE:51:5C:AF:05:3C,"WiFi-bzuzuG55",[WPA2_PSK],2026-02-04 16:45:40,11,2462,-74,45.469957,7.876185,243.760000,0.600000,,,WIFI
10:13:31:B0:2E:29,"TIM-28323369",[WPA2_PSK],2026-02-04 16:45:40,11,2462,-74,45.469957,7.876185,243.760000,0.600000,,,WIFI
50:D4:F7:4F:EF:B5,"ZTE Blade A5 2019_EXT",[WPA_WPA2_PSK],2026-02-04 16:45:40,1,2412,-81,45.469957,7.876185,243.760000,0.600000,,,WIFI
60:14:66:98:7D:41,"ZTE Blade A5 2019",[WPA2_PSK],2026-02-04 16:45:40,1,2412,-82,45.469957,7.876185,243.760000,0.600000,,,WIFI
4E:EB:BD:55:3A:77,"DIRECT-77-HP M283 LaserJet",[WPA2_PSK],2026-02-04 16:45:40,6,2437,-86,45.469957,7.876185,243.760000,0.600000,,,WIFI
08:16:05:66:FC:16,"Vodafone-E55098787",[WPA2_PSK],2026-02-04 16:45:40,12,2467,-87,45.469957,7.876185,243.760000,0.600000,,,WIFI
78:B3:9F:58:43:C1,"TIM-28625938",[WPA2_PSK],2026-02-04 16:45:40,6,2437,-89,45.469957,7.876185,243.760000,0.600000,,,WIFI
54:78:C9:2C:45:AA,"L920PRO_2230680782",[WPA2_PSK],2026-02-04 16:45:40,1,2412,-90,45.469957,7.876185,243.760000,0.600000,,,WIFI
50:BB:B5:56:92:B0,"AP-WJ3E-50BBB55692AF",[WPA2_PSK],2026-02-04 16:45:40,3,2422,-90,45.469957,7.876185,243.760000,0.600000,,,WIFI
30:DE:4B:1E:C1:64,"TP-Link_0DB5",[WPA2_PSK],2026-02-04 16:45:40,12,2467,-93,45.469957,7.876185,243.760000,0.600000,,,WIFI
F4:F2:6D:F2:61:F4,"ap2-socio",[WPA2_PSK],2026-02-04 16:45:48,7,2442,-83,45.470120,7.877345,242.110000,0.600000,,,WIFI
34:60:F9:E5:2F:BC,"PLANFOOD",[WPA_WPA2_PSK],2026-02-04 16:45:48,1,2412,-85,45.470120,7.877345,242.110000,0.600000,,,WIFI
D6:35:1D:47:69:6E,"TIM-22792046",[WPA2_PSK],2026-02-04 16:45:48,1,2412,-86,45.470120,7.877345,242.110000,0.600000,,,WIFI
B0:EA:BC:91:53:48,"FASTWEB-OBD0G1",[WPA2_PSK],2026-02-04 16:45:48,1,2412,-88,45.470120,7.877345,242.110000,0.600000,,,WIFI
68:B9:D3:92:8B:F4,"Mirroring-CB2E64",[WPA2_PSK],2026-02-04 16:45:48,11,2462,-88,45.470120,7.877345,242.110000,0.600000,,,WIFI
64:66:B3:C2:70:16,"Leman_WL",[WPA_WPA2_PSK],2026-02-04 16:45:48,11,2462,-89,45.470120,7.877345,242.110000,0.600000,,,WIFI
26:5F:84:F3:F5:CA,"TIM-27663647",[WPA2_PSK],2026-02-04 16:45:48,5,2432,-90,45.470120,7.877345,242.110000,0.600000,,,WIFI
00:1E:42:2F:A0:E7,"RUT240_A0E7",[WPA2_PSK],2026-02-04 16:45:48,8,2447,-90,45.470120,7.877345,242.110000,0.600000,,,WIFI
26:B6:68:84:AF:CA,"TIM-67657526",[WPA2_PSK],2026-02-04 16:45:48,11,2462,-92,45.470120,7.877345,242.110000,0.600000,,,WIFI
98:00:6A:2A:93:7E,"Wind3 HUB - 2A937E",[WPA2_PSK],2026-02-04 16:45:48,11,2462,-93,45.470120,7.877345,242.110000,0.600000,,,WIFI
14:14:59:E9:2A:18,"Vodafone-C01170030",[WPA2_PSK],2026-02-04 16:45:57,7,2442,-87,45.469895,7.878542,240.670000,0.600000,,,WIFI
DC:62:79:EA:0F:98,"WINDTRE-EA0F98",[WPA2_WPA3_PSK],2026-02-04 16:45:57,12,2467,-88,45.469895,7.878542,240.670000,0.600000,,,WIFI
20:B0:01:B4:CE:BD,"FASTWEB-B4CEBD",[WPA2_PSK],2026-02-04 16:45:57,1,2412,-90,45.469895,7.878542,240.670000,0.600000,,,WIFI
F4:23:9C:A3:79:13,"FASTWEB-TXSUH7",[WPA2_PSK],2026-02-04 16:45:57,1,2412,-90,45.469895,7.878542,240.670000,0.600000,,,WIFI
10:71:B3:A6:BA:21,"Wind3 HUB-A6BA21",[WPA2_WPA3_PSK],2026-02-04 16:45:57,1,2412,-92,45.469895,7.878542,240.670000,0.600000,,,WIFI
D6:92:5E:AB:2B:62,"FASTWEB-AB2B5A",[WPA2_WPA3_PSK],2026-02-04 16:45:57,11,2462,-93,45.469895,7.878542,240.670000,0.600000,,,WIFI
28:3B:82:5B:97:09,"Infostrada-5B9708",[WPA2_PSK],2026-02-04 16:45:57,1,2412,-94,45.469895,7.878542,240.670000,0.600000,,,WIFI
FC:23:CD:85:2F:AF,"iD240_cd852faf",[WPA2_PSK],2026-02-04 16:45:57,11,2462,-94,45.469895,7.878542,240.670000,0.600000,,,WIFI
5C:E2:8C:AA:E7:1C,"Home&Life SuperWiFi-E71C",[WPA2_PSK],2026-02-04 16:46:19,11,2462,-75,45.468944,7.879824,231.790000,0.600000,,,WIFI
60:1B:52:4F:D9:E6,"Vodafone-E10215151",[WPA2_PSK],2026-02-04 16:46:19,12,2467,-75,45.468944,7.879824,231.790000,0.600000,,,WIFI
74:42:7F:9E:C9:EC,"FRITZ!Box 6890 WF",[WPA2_PSK],2026-02-04 16:46:19,6,2437,-79,45.468944,7.879824,231.790000,0.600000,,,WIFI
78:B2:13:85:4E:71,"wifi",[WPA2_PSK],2026-02-04 16:46:19,10,2457,-79,45.468944,7.879824,231.790000,0.600000,,,WIFI
D4:72:26:CA:21:C1,"WebCube-21C1",[WPA2_PSK],2026-02-04 16:46:19,11,2462,-79,45.468944,7.879824,231.790000,0.600000,,,WIFI
58:D5:6E:75:EC:79,"D-Link-75EC78",[WPA2_PSK],2026-02-04 16:46:19,1,2412,-80,45.468944,7.879824,231.790000,0.600000,,,WIFI
C8:54:4B:AC:9F:F1,"Home&Life SuperWiFi-9FF1",[WPA2_PSK],2026-02-04 16:46:19,7,2442,-80,45.468944,7.879824,231.790000,0.600000,,,WIFI
30:16:9D:79:2B:75,"WINDTRE-C5AAEC_EXT",[WPA2_PSK],2026-02-04 16:46:19,13,2472,-80,45.468944,7.879824,231.790000,0.600000,,,WIFI
BC:30:7E:33:E5:6B,"Audi_MMI_4966",[WPA2_PSK],2026-02-04 16:46:19,1,2412,-83,45.468944,7.879824,231.790000,0.600000,,,WIFI
00:80:A3:DF:C0:68,"XpicoWiFi_DFC068",[WPA_WPA2_PSK],2026-02-04 16:46:19,1,2412,-84,45.468944,7.879824,231.790000,0.600000,,,WIFI
2C:91:AB:7E:9E:B2,"Wi-Fi-TWT-UFFICIO",[WPA2_PSK],2026-02-04 16:46:19,1,2412,-84,45.468944,7.879824,231.790000,0.600000,,,WIFI
64:59:F8:84:95:E8,"VodafoneStoreIvrea",[WPA2_PSK],2026-02-04 16:46:19,2,2417,-84,45.468944,7.879824,231.790000,0.600000,,,WIFI
6C:A0:B4:45:A5:2C,"SKYWIFI_DMGGH",[WPA2_PSK],2026-02-04 16:46:19,13,2472,-84,45.468944,7.879824,231.790000,0.600000,,,WIFI
88:13:BF:8C:F0:4D,"RT_72EU7115129",[OPEN],2026-02-04 16:46:19,1,2412,-87,45.468944,7.879824,231.790000,0.600000,,,WIFI
24:5A:4C:E6:2A:B9,"airCube-AB9",[WPA2_PSK],2026-02-04 16:46:19,1,2412,-87,45.468944,7.879824,231.790000,0.600000,,,WIFI
66:C6:D2:F5:AF:69,"DIRECT-FE-EPSON-WF-C579R Series",[WPA2_PSK],2026-02-04 16:46:19,6,2437,-87,45.468944,7.879824,231.790000,0.600000,,,WIFI
06:0E:3C:74:67:89,"DIRECT-89-HP Laser 135w",[WPA2_PSK],2026-02-04 16:46:19,10,2457,-87,45.468944,7.879824,231.790000,0.600000,,,WIFI
