WigleWifi-1.6,appRelease=v1.14,model=M5Stack GPS Unit,release=v1.14,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
50:fd:d5:df:45:37,"",Misc [BLE],2026-02-05 19:42:25,0,,-99,45.474439,7.890807,230.300000,1.200000,,0075,BLE
5c:d2:15:b3:3e:e6,"",Misc [BLE],2026-02-05 19:42:25,0,,-99,45.474439,7.890807,230.300000,1.200000,,00E0,BLE
75:69:85:db:b7:e5,"",Misc [BLE],2026-02-05 19:42:25,0,,-93,45.474439,7.890807,230.300000,1.200000,,004C,BLE
7f:fb:48:67:9d:ed,"",Misc [BLE],2026-02-05 19:42:25,0,,-90,45.474439,7.890807,230.300000,1.200000,,004C,BLE
50:ae:90:08:49:11,"",Misc [BLE],2026-02-05 19:42:25,0,,-94,45.474439,7.890807,230.300000,1.200000,,004C,BLE
73:54:97:27:79:f7,"",Misc [BLE],2026-02-05 19:42:25,0,,-95,45.474439,7.890807,230.300000,1.200000,,,BLE
1C:3B:F3:74:5F:3A,"Alika",[WPA2_PSK],2026-02-05 19:42:38,10,2457,-77,45.473531,7.889940,228.960000,1.000000,,,WIFI
44:FB:5A:DE:48:E9,"FASTWEB-E59UQT",[WPA2_PSK],2026-02-05 19:42:38,1,2412,-83,45.473531,7.889940,228.960000,1.000000,,,WIFI
D6:35:1D:50:78:0A,"TIM-23401994",[WPA2_PSK],2026-02-05 19:42:38,11,2462,-83,45.473531,7.889940,228.960000,1.000000,,,WIFI
14:14:59:C3:2B:C1,"Vodafone-A47612256",[WPA2_PSK],2026-02-05 19:42:38,2,2417,-85,45.473531,7.889940,228.960000,1.000000,,,WIFI
E4:8F:34:DE:5C:B5,"Vodafone-A43604048",[WPA2_PSK],2026-02-05 19:42:38,1,2412,-86,45.473531,7.889940,228.960000,1.000000,,,WIFI
60:1B:52:63:C7:16,"Vodafone-E27386083",[WPA2_PSK],2026-02-05 19:42:38,3,2422,-86,45.473531,7.889940,228.960000,1.000000,,,WIFI
FA:8F:CA:3D:B0:C6,"Letto .b,",[OPEN],2026-02-05 19:42:38,6,2437,-87,45.473531,7.889940,228.960000,1.000000,,,WIFI
54:46:17:FC:4C:A1,"Wind3 HUB - FC4CA1",[WPA2_PSK],2026-02-05 19:42:38,6,2437,-87,45.473531,7.889940,228.960000,1.000000,,,WIFI
D6:8D:26:25:FD:A7,"[LG_Wall-Mount A/C]fda7",[WPA2_PSK],2026-02-05 19:42:38,11,2462,-88,45.473531,7.889940,228.960000,1.000000,,,WIFI
12:CC:21:34:09:45,"TIM-99522260",[WPA2_PSK],2026-02-05 19:42:38,11,2462,-89,45.473531,7.889940,228.960000,1.000000,,,WIFI
16:64:B8:91:A1:46,"TIM-20356180",[WPA2_PSK],2026-02-05 19:42:38,11,2462,-92,45.473531,7.889940,228.960000,1.000000,,,WIFI
20:23:51:62:46:93,"TIM-24173406",[WPA2_PSK],2026-02-05 19:42:38,5,2432,-93,45.473531,7.889940,228.960000,1.000000,,,WIFI
A8:6E:84:EA:24:42,"TP-Link_2442",[WPA_WPA2_PSK],2026-02-05 19:42:38,3,2422,-94,45.473531,7.889940,228.960000,1.000000,,,WIFI
61:17:a0:2f:97:db,"",Misc [BLE],2026-02-05 19:42:38,0,,-95,45.473531,7.889940,228.960000,1.000000,,004C,BLE
28:56:5a:68:f2:e4,"",Misc [BLE],2026-02-05 19:42:38,0,,-93,45.473531,7.889940,228.960000,1.000000,,004C,BLE
1c:e8:9e:aa:93:a9,"",Misc [BLE],2026-02-05 19:42:38,0,,-97,45.473531,7.889940,228.960000,1.000000,,0075,BLE
49:dc:f6:63:1a:4a,"Salotto",Misc [BLE],2026-02-05 19:42:38,0,,-92,45.473531,7.889940,228.960000,1.000000,,,BLE
74:98:7e:66:2f:b0,"",Misc [BLE],2026-02-05 19:42:38,0,,-98,45.473531,7.889940,228.960000,1.000000,,004C,BLE
6c:73:61:aa:cd:40,"",Misc [BLE],2026-02-05 19:42:38,0,,-95,45.473531,7.889940,228.960000,1.000000,,004C,BLE
32:b9:9e:33:f4:b6,"",Misc [BLE],2026-02-05 19:42:38,0,,-95,45.473531,7.889940,228.960000,1.000000,,0006,BLE
8c:ea:48:5f:7b:57,"",Misc [BLE],2026-02-05 19:42:38,0,,-94,45.473531,7.889940,228.960000,1.000000,,0075,BLE
ff:ff:70:01:f4:ba,"",Misc [BLE],2026-02-05 19:42:38,0,,-99,45.473531,7.889940,228.960000,1.000000,,5148,BLE
5c:d2:f7:00:43:f6,"",Misc [BLE],2026-02-05 19:42:38,0,,-96,45.473531,7.889940,228.960000,1.000000,,004C,BLE
4a:ea:62:bf:5d:f3,"",Misc [BLE],2026-02-05 19:42:38,0,,-96,45.473531,7.889940,228.960000,1.000000,,0065,BLE
32:73:6a:bd:ce:01,"",Misc [BLE],2026-02-05 19:42:38,0,,-97,45.473531,7.889940,228.960000,1.000000,,004C,BLE
46:e4:41:c3:3d:e8,"",Misc [BLE],2026-02-05 19:42:38,0,,-99,45.473531,7.889940,228.960000,1.000000,,0006,BLE
7c:2f:80:9d:3a:f3,"Gigaset G-tag",Misc [BLE],2026-02-05 19:42:38,0,,-98,45.473531,7.889940,228.960000,1.000000,,0180,BLE
77:16:06:5c:aa:53,"",Misc [BLE],2026-02-05 19:42:38,0,,-94,45.473531,7.889940,228.960000,1.000000,,00E0,BLE
3C:64:CF:82:34:61,"WINDTRE-823461",[WPA2_PSK],2026-02-05 19:42:52,13,2472,-74,45.472193,7.889396,227.030000,1.000000,,,WIFI
5C:E8:D3:2F:7E:54,"STRONG_7E54_2.4GHz",[WPA2_PSK],2026-02-05 19:42:52,8,2447,-81,45.472193,7.889396,227.030000,1.000000,,,WIFI
28:D0:43:F3:32:2C,"AP-WH3E-28D043F3322B",[WPA2_PSK],2026-02-05 19:42:52,4,2427,-87,45.472193,7.889396,227.030000,1.000000,,,WIFI
A8:E2:91:3F:AD:A0,"AP-WH3E-A8E2913FAD9F",[WPA2_PSK],2026-02-05 19:42:52,4,2427,-88,45.472193,7.889396,227.030000,1.000000,,,WIFI
98:25:4A:AE:0D:26,"WINDTRE-AE0D26",[WPA2_PSK],2026-02-05 19:42:52,13,2472,-88,45.472193,7.889396,227.030000,1.000000,,,WIFI
3A:07:16:A8:AE:34,"iliadbox-2C7515",[WPA2_PSK],2026-02-05 19:42:52,6,2437,-90,45.472193,7.889396,227.030000,1.000000,,,WIFI
F8:73:1A:94:B4:4C,"FASTWEB-GCPCZC",[WPA2_WPA3_PSK],2026-02-05 19:42:52,10,2457,-90,45.472193,7.889396,227.030000,1.000000,,,WIFI
C8:54:4B:AD:1C:71,"Cristina",[WPA2_PSK],2026-02-05 19:42:52,13,2472,-90,45.472193,7.889396,227.030000,1.000000,,,WIFI
80:16:05:FD:26:A8,"Vodafone-C02130214",[WPA2_PSK],2026-02-05 19:42:52,8,2447,-91,45.472193,7.889396,227.030000,1.000000,,,WIFI
4C:BC:E9:18:FD:32,"AT_401_RAC_056905_WW_fd32",[WPA2_PSK],2026-02-05 19:42:52,11,2462,-91,45.472193,7.889396,227.030000,1.000000,,,WIFI
C0:FF:A8:4D:82:5C,"FASTWEB-RH99f8",[WPA2_PSK],2026-02-05 19:42:52,11,2462,-91,45.472193,7.889396,227.030000,1.000000,,,WIFI
82:36:6D:63:DC:05,"Vodafone-WiFi",[OPEN],2026-02-05 19:42:52,13,2472,-91,45.472193,7.889396,227.030000,1.000000,,,WIFI
C2:01:23:3B:8F:94,"B628_8F3B",[WPA2_PSK],2026-02-05 19:42:52,9,2452,-92,45.472193,7.889396,227.030000,1.000000,,,WIFI
D6:8D:26:26:86:73,"[LG_Wall-Mount A/C]8673",[WPA2_PSK],2026-02-05 19:42:52,11,2462,-92,45.472193,7.889396,227.030000,1.000000,,,WIFI
4E:B1:01:02:21:D4,"TIM-17375820",[WPA2_PSK],2026-02-05 19:42:52,10,2457,-93,45.472193,7.889396,227.030000,1.000000,,,WIFI
18:ef:3a:7d:a7:91,"",Misc [BLE],2026-02-05 19:42:52,0,,-93,45.472193,7.889396,227.030000,1.000000,,038F,BLE
3c:8e:fc:7a:a4:5d,"",Misc [BLE],2026-02-05 19:42:52,0,,-97,45.472193,7.889396,227.030000,1.000000,,0006,BLE
51:e8:57:59:b7:fd,"",Misc [BLE],2026-02-05 19:42:52,0,,-98,45.472193,7.889396,227.030000,1.000000,,004C,BLE
38:14:a5:d9:57:89,"",Misc [BLE],2026-02-05 19:42:52,0,,-95,45.472193,7.889396,227.030000,1.000000,,0006,BLE
a0:d0:5b:cd:38:33,"",Misc [BLE],2026-02-05 19:42:52,0,,-95,45.472193,7.889396,227.030000,1.000000,,0075,BLE
4c:26:9b:3f:a1:39,"",Misc [BLE],2026-02-05 19:42:52,0,,-97,45.472193,7.889396,227.030000,1.000000,,05A7,BLE
9c:c1:2d:95:47:45,"net",Misc [BLE],2026-02-05 19:42:52,0,,-99,45.472193,7.889396,227.030000,1.000000,,06A8,BLE
4d:8b:2c:ca:86:73,"",Misc [BLE],2026-02-05 19:42:52,0,,-98,45.472193,7.889396,227.030000,1.000000,,004C,BLE
D6:A7:AE:8B:5C:36,"TIM-95953773",[WPA2_PSK],2026-02-05 19:43:05,7,2442,-83,45.471625,7.889825,230.850000,0.900000,,,WIFI
3C:98:72:B9:84:6B,"TIM-44922057",[WPA2_PSK],2026-02-05 19:43:05,11,2462,-83,45.471625,7.889825,230.850000,0.900000,,,WIFI
64:DD:68:6F:65:41,"enel-WiFi_686F6541",[WPA2_WPA3_PSK],2026-02-05 19:43:05,5,2432,-84,45.471625,7.889825,230.850000,0.900000,,,WIFI
32:B2:97:0A:B6:E4,"HONOR X8",[OPEN],2026-02-05 19:43:05,1,2412,-85,45.471625,7.889825,230.850000,0.900000,,,WIFI
74:42:7F:28:6F:9B,"FIBRA_FASTALP_10604812",[WPA2_PSK],2026-02-05 19:43:05,1,2412,-86,45.471625,7.889825,230.850000,0.900000,,,WIFI
1C:E8:9E:C6:10:F1,"Samsung Fridge_E50AJTRB043K",[WPA2_PSK],2026-02-05 19:43:05,1,2412,-86,45.471625,7.889825,230.850000,0.900000,,,WIFI
62:CA:CA:11:D7:04,"HUAWEI Mate 20 Pro",[WPA2_PSK],2026-02-05 19:43:05,11,2462,-87,45.471625,7.889825,230.850000,0.900000,,,WIFI
80:69:33:82:AC:BC,"FASTWEB-1-590013",[WPA2_PSK],2026-02-05 19:43:05,11,2462,-87,45.471625,7.889825,230.850000,0.900000,,,WIFI
D4:6E:5C:5B:35:CA,"WIND-WiFi-35ca",[WPA_WPA2_PSK],2026-02-05 19:43:05,1,2412,-88,45.471625,7.889825,230.850000,0.900000,,,WIFI
10:71:B3:89:8E:AD,"Wind3 HUB-898EAD",[WPA2_WPA3_PSK],2026-02-05 19:43:05,12,2467,-88,45.471625,7.889825,230.850000,0.900000,,,WIFI
C0:49:43:9D:E3:04,"TIM-14055344",[WPA2_PSK],2026-02-05 19:43:05,3,2422,-89,45.471625,7.889825,230.850000,0.900000,,,WIFI
50:E6:36:1A:9E:27,"CasaLANnister",[WPA2_PSK],2026-02-05 19:43:05,7,2442,-89,45.471625,7.889825,230.850000,0.900000,,,WIFI
10:13:31:BB:EA:2D,"TIM-29092397",[WPA2_PSK],2026-02-05 19:43:05,1,2412,-90,45.471625,7.889825,230.850000,0.900000,,,WIFI
C6:F3:3B:B0:C9:32,"PosteMobile_2",[WPA2_PSK],2026-02-05 19:43:05,1,2412,-90,45.471625,7.889825,230.850000,0.900000,,,WIFI
30:16:9D:EB:34:FE,"MERCUSYS_34FE",[WPA2_PSK],2026-02-05 19:43:05,1,2412,-91,45.471625,7.889825,230.850000,0.900000,,,WIFI
08:16:05:41:C6:86,"Vodafone-E76411380",[WPA2_PSK],2026-02-05 19:43:05,4,2427,-91,45.471625,7.889825,230.850000,0.900000,,,WIFI
52:E6:36:1A:9E:27,"MartinRouterKing",[WPA2_PSK],2026-02-05 19:43:05,7,2442,-91,45.471625,7.889825,230.850000,0.900000,,,WIFI
74:36:6D:D5:6B:F4,"Vodafone-A65132205",[WPA2_PSK],2026-02-05 19:43:05,12,2467,-95,45.471625,7.889825,230.850000,0.900000,,,WIFI
44:50:60:76:4b:86,"S39 EDB6 LE",Misc [BLE],2026-02-05 19:43:05,0,,-90,45.471625,7.889825,230.850000,0.900000,,05A7,BLE
38:68:a4:d2:2a:bb,"",Misc [BLE],2026-02-05 19:43:05,0,,-95,45.471625,7.889825,230.850000,0.900000,,0075,BLE
ed:ed:e9:f8:f7:11,"S37 87AE LE",Misc [BLE],2026-02-05 19:43:05,0,,-95,45.471625,7.889825,230.850000,0.900000,,05A7,BLE
65:33:57:fe:96:a2,"S45 B808 LE",Misc [BLE],2026-02-05 19:43:05,0,,-88,45.471625,7.889825,230.850000,0.900000,,05A7,BLE
d0:d0:03:27:f2:2f,"",Misc [BLE],2026-02-05 19:43:05,0,,-95,45.471625,7.889825,230.850000,0.900000,,0075,BLE
38:68:a4:d1:f4:29,"",Misc [BLE],2026-02-05 19:43:05,0,,-98,45.471625,7.889825,230.850000,0.900000,,0075,BLE
64:e7:d8:30:7a:2f,"",Misc [BLE],2026-02-05 19:43:05,0,,-92,45.471625,7.889825,230.850000,0.900000,,0075,BLE
42:65:11:29:17:95,"",Misc [BLE],2026-02-05 19:43:05,0,,-96,45.471625,7.889825,230.850000,0.900000,,004C,BLE
d0:48:2d:aa:3f:29,"",Misc [BLE],2026-02-05 19:43:05,0,,-97,45.471625,7.889825,230.850000,0.900000,,004C,BLE
f4:fe:fb:82:2d:2b,"[TV] Samsung 7 Series (43)",Misc [BLE],2026-02-05 19:43:05,0,,-98,45.471625,7.889825,230.850000,0.900000,,0075,BLE
44:6e:ce:bb:01:5f,"",Misc [BLE],2026-02-05 19:43:05,0,,-96,45.471625,7.889825,230.850000,0.900000,,004C,BLE
7d:ec:97:2a:e6:e0,"",Misc [BLE],2026-02-05 19:43:05,0,,-93,45.471625,7.889825,230.850000,0.900000,,004C,BLE
d0:d0:03:7f:22:e4,"[TV] Samsung 7 Series (50)",Misc [BLE],2026-02-05 19:43:05,0,,-91,45.471625,7.889825,230.850000,0.900000,,0075,BLE
a4:57:a0:5d:05:02,"",Misc [BLE],2026-02-05 19:43:05,0,,-94,45.471625,7.889825,230.850000,0.900000,,0075,BLE
1c:e8:9e:b7:68:67,"",Misc [BLE],2026-02-05 19:43:05,0,,-94,45.471625,7.889825,230.850000,0.900000,,0075,BLE
61:da:4f:a7:80:f4,"",Misc [BLE],2026-02-05 19:43:05,0,,-96,45.471625,7.889825,230.850000,0.900000,,,BLE
52:07:cf:15:ec:35,"",Misc [BLE],2026-02-05 19:43:05,0,,-94,45.471625,7.889825,230.850000,0.900000,,004C,BLE
55:b0:49:3c:74:b6,"",Misc [BLE],2026-02-05 19:43:05,0,,-94,45.471625,7.889825,230.850000,0.900000,,004C,BLE
cb:eb:fb:24:31:29,"",Misc [BLE],2026-02-05 19:43:05,0,,-97,45.471625,7.889825,230.850000,0.900000,,004C,BLE
70:09:71:96:6e:33,"",Misc [BLE],2026-02-05 19:43:05,0,,-95,45.471625,7.889825,230.850000,0.900000,,0075,BLE
dc:f1:36:c0:c8:26,"2018S023058016",Misc [BLE],2026-02-05 19:43:05,0,,-92,45.471625,7.889825,230.850000,0.900000,,0393,BLE
3c:af:53:84:f6:73,"",Misc [BLE],2026-02-05 19:43:05,0,,-92,45.471625,7.889825,230.850000,0.900000,,,BLE
B4:1C:30:65:9B:60,"WebCube-9B60",[WPA2_PSK],2026-02-05 19:43:19,4,2427,-74,45.471231,7.890532,235.550000,0.900000,,,WIFI
06:8C:EB:4D:AC:17,"dlink-AC17",[WPA_WPA2_PSK],2026-02-05 19:43:19,4,2427,-76,45.471231,7.890532,235.550000,0.900000,,,WIFI
3C:61:05:4C:02:99,"RT_72EU7103001",[OPEN],2026-02-05 19:43:19,1,2412,-77,45.471231,7.890532,235.550000,0.900000,,,WIFI
36:1F:48:10:11:4E,"TIM-43354976",[WPA2_PSK],2026-02-05 19:43:19,11,2462,-80,45.471231,7.890532,235.550000,0.900000,,,WIFI
E8:48:B8:59:8F:6F,"La Fiorana",[WPA2_PSK],2026-02-05 19:43:19,2,2417,-82,45.471231,7.890532,235.550000,0.900000,,,WIFI
14:EB:B6:5E:B3:28,"TP-Link_B328",[WPA2_PSK],2026-02-05 19:43:19,10,2457,-85,45.471231,7.890532,235.550000,0.900000,,,WIFI
0A:C7:F5:A2:1C:16,"FASTWEB-A21C0E",[WPA2_WPA3_PSK],2026-02-05 19:43:19,1,2412,-87,45.471231,7.890532,235.550000,0.900000,,,WIFI
3C:9E:C7:D8:0E:DC,"SKYWIFI_BICJX",[WPA2_PSK],2026-02-05 19:43:19,13,2472,-88,45.471231,7.890532,235.550000,0.900000,,,WIFI
42:B7:09:3D:04:51,"TIM-51843759",[WPA2_PSK],2026-02-05 19:43:19,11,2462,-89,45.471231,7.890532,235.550000,0.900000,,,WIFI
DC:F8:B9:A4:56:E7,"Wind3 HUB - A456E7",[WPA2_PSK],2026-02-05 19:43:19,13,2472,-91,45.471231,7.890532,235.550000,0.900000,,,WIFI
74:36:6D:90:D7:54,"Vodafone-A54472456",[WPA2_PSK],2026-02-05 19:43:19,13,2472,-91,45.471231,7.890532,235.550000,0.900000,,,WIFI
70:F8:2B:19:B2:29,"Home&Life SuperWiFi-010755",[WPA2_PSK],2026-02-05 19:43:19,13,2472,-91,45.471231,7.890532,235.550000,0.900000,,,WIFI
08:16:05:34:58:36,"Vodafone-EaQcbLtKA",[WPA2_PSK],2026-02-05 19:43:19,8,2447,-92,45.471231,7.890532,235.550000,0.900000,,,WIFI
B0:95:75:20:79:1C,"TIM-55747603",[WPA2_PSK],2026-02-05 19:43:19,11,2462,-93,45.471231,7.890532,235.550000,0.900000,,,WIFI
f4:93:1c:bb:51:f6,"BRC1H BB:51:F6",Misc [BLE],2026-02-05 19:43:19,0,,-96,45.471231,7.890532,235.550000,0.900000,,0093,BLE
65:73:34:bd:b9:5a,"",Misc [BLE],2026-02-05 19:43:19,0,,-97,45.471231,7.890532,235.550000,0.900000,,004C,BLE
cb:6f:a3:9f:48:dd,"",Misc [BLE],2026-02-05 19:43:19,0,,-88,45.471231,7.890532,235.550000,0.900000,,004C,BLE
5c:a7:33:6a:86:65,"",Misc [BLE],2026-02-05 19:43:19,0,,-97,45.471231,7.890532,235.550000,0.900000,,,BLE
38:68:a4:61:30:fa,"",Misc [BLE],2026-02-05 19:43:19,0,,-95,45.471231,7.890532,235.550000,0.900000,,0075,BLE
41:df:81:5c:13:69,"",Misc [BLE],2026-02-05 19:43:19,0,,-93,45.471231,7.890532,235.550000,0.900000,,004C,BLE
d8:75:0b:ef:46:8e,"",Misc [BLE],2026-02-05 19:43:19,0,,-98,45.471231,7.890532,235.550000,0.900000,,004C,BLE
6f:0c:50:57:b9:00,"",Misc [BLE],2026-02-05 19:43:19,0,,-96,45.471231,7.890532,235.550000,0.900000,,004C,BLE
08:00:2e:87:b0:12,"",Misc [BLE],2026-02-05 19:43:19,0,,-98,45.471231,7.890532,235.550000,0.900000,,0006,BLE
5e:01:b7:f5:0f:35,"",Misc [BLE],2026-02-05 19:43:19,0,,-92,45.471231,7.890532,235.550000,0.900000,,004C,BLE
78:81:02:6D:93:43,"TIM-19472973",[WPA2_PSK],2026-02-05 19:43:33,1,2412,-87,45.471393,7.892519,227.240000,0.900000,,,WIFI
EC:64:C9:64:26:01,"XPG-GAgent-2600",[WPA_WPA2_PSK],2026-02-05 19:43:33,1,2412,-88,45.471393,7.892519,227.240000,0.900000,,,WIFI
3A:22:E2:A7:A6:D8,"DIRECT-D8-HP ENVY Photo 6200",[WPA2_PSK],2026-02-05 19:43:33,5,2432,-88,45.471393,7.892519,227.240000,0.900000,,,WIFI
14:14:59:73:E6:8C,"Vodafone-A42206528",[WPA2_PSK],2026-02-05 19:43:33,1,2412,-89,45.471393,7.892519,227.240000,0.900000,,,WIFI
F0:1B:24:BF:2F:E0,"TIM-55747603",[WPA2_PSK],2026-02-05 19:43:33,5,2432,-89,45.471393,7.892519,227.240000,0.900000,,,WIFI
F4:1E:57:2A:6C:EF,"WLAFIGA",[WPA2_WPA3_PSK],2026-02-05 19:43:33,7,2442,-89,45.471393,7.892519,227.240000,0.900000,,,WIFI
42:91:51:69:9D:EF,"SmartLife-9DEF",[OPEN],2026-02-05 19:43:33,1,2412,-91,45.471393,7.892519,227.240000,0.900000,,,WIFI
B0:8B:92:F7:8A:F4,"Wind3 HUB - F78AF4",[WPA2_PSK],2026-02-05 19:43:33,6,2437,-92,45.471393,7.892519,227.240000,0.900000,,,WIFI
AC:75:1D:58:2A:E0,"FASTWEB-KVE6jj",[WPA2_PSK],2026-02-05 19:43:33,6,2437,-92,45.471393,7.892519,227.240000,0.900000,,,WIFI
5d:68:b5:8b:75:b6,"",Misc [BLE],2026-02-05 19:43:33,0,,-86,45.471393,7.892519,227.240000,0.900000,,004C,BLE
77:7e:10:ac:83:a1,"",Misc [BLE],2026-02-05 19:43:33,0,,-82,45.471393,7.892519,227.240000,0.900000,,004C,BLE
dc:19:93:18:56:0f,"2018S023058934",Misc [BLE],2026-02-05 19:43:33,0,,-92,45.471393,7.892519,227.240000,0.900000,,0393,BLE
0a:3a:55:26:e1:34,"",Misc [BLE],2026-02-05 19:43:33,0,,-96,45.471393,7.892519,227.240000,0.900000,,0006,BLE
72:21:57:f1:7c:ac,"",Misc [BLE],2026-02-05 19:43:33,0,,-97,45.471393,7.892519,227.240000,0.900000,,004C,BLE
EE:6E:44:EF:19:30,"A&B_WiFi_Ospiti",[WPA2_PSK],2026-02-05 19:43:47,1,2412,-82,45.470642,7.892867,230.630000,0.900000,,,WIFI
D6:35:1D:BB:AA:1A,"TIM-30361626",[WPA2_PSK],2026-02-05 19:43:47,1,2412,-84,45.470642,7.892867,230.630000,0.900000,,,WIFI
80:16:05:18:D9:C1,"Vodafone-A63683161",[WPA2_PSK],2026-02-05 19:43:47,2,2417,-84,45.470642,7.892867,230.630000,0.900000,,,WIFI
14:33:75:5F:78:C1,"enel-WiFi_755F78C1",[WPA2_WPA3_PSK],2026-02-05 19:43:47,6,2437,-84,45.470642,7.892867,230.630000,0.900000,,,WIFI
E8:6E:44:EF:19:30,"A&B_WiFi",[WPA2_PSK],2026-02-05 19:43:47,1,2412,-85,45.470642,7.892867,230.630000,0.900000,,,WIFI
54:32:04:61:58:75,"Shelly1MiniG3-543204615874",[WPA2_PSK],2026-02-05 19:43:47,4,2427,-89,45.470642,7.892867,230.630000,0.900000,,,WIFI
F2:55:3D:10:6C:46,"TVCC",[WPA2_PSK],2026-02-05 19:43:47,11,2462,-89,45.470642,7.892867,230.630000,0.900000,,,WIFI
