WigleWifi-1.6,appRelease=v1.14,model=M5Stack GPS Unit,release=v1.14,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
14:EB:08:64:B3:63,"SUN2000-HV2320124492",[WPA2_PSK],2026-02-05 19:48:44,11,2462,-94,45.479006,7.913135,231.240000,0.700000,,,WIFI
E8:76:40:F5:A5:FC,"SKYWIFI_DJNZD",[WPA2_PSK],2026-02-05 19:48:52,6,2437,-84,45.479034,7.911811,233.880000,0.700000,,,WIFI
16:B6:68:0B:4C:06,"TIM-23673737",[WPA2_PSK],2026-02-05 19:48:52,11,2462,-89,45.479034,7.911811,233.880000,0.700000,,,WIFI
FA:96:FE:4C:31:27,"Nissan_HotSpot_1659",[WPA2_WPA3_PSK],2026-02-05 19:48:52,6,2437,-92,45.479034,7.911811,233.880000,0.700000,,,WIFI
4A:6A:D2:96:15:DE,"PASSAGGIO",[WPA2_PSK],2026-02-05 19:48:52,4,2427,-93,45.479034,7.911811,233.880000,0.700000,,,WIFI
3C:6A:D2:96:15:DE,"CASA GIGLIO",[WPA2_PSK],2026-02-05 19:48:52,4,2427,-95,45.479034,7.911811,233.880000,0.700000,,,WIFI
C0:A3:6E:C6:1A:2C,"SKYWIFI_ZZVND",[WPA2_PSK],2026-02-05 19:49:15,1,2412,-86,45.479128,7.909094,241.000000,0.700000,,,WIFI
08:16:05:AA:8D:D1,"Vodafone-Fiorenzo",[WPA2_PSK],2026-02-05 19:49:15,7,2442,-86,45.479128,7.909094,241.000000,0.700000,,,WIFI
2C:9C:6E:67:34:16,"Solar-WiFi226W0324",[WPA2_PSK],2026-02-05 19:49:23,3,2422,-78,45.479113,7.907653,238.340000,0.600000,,,WIFI
90:FD:73:A3:FB:1F,"FASTWEB-XAP3CC",[WPA2_PSK],2026-02-05 19:49:23,2,2417,-79,45.479113,7.907653,238.340000,0.600000,,,WIFI
E0:19:54:9C:D2:34,"FASTWEB-UKGYPX",[WPA2_PSK],2026-02-05 19:49:31,6,2437,-81,45.479671,7.907205,236.190000,0.600000,,,WIFI
20:B0:01:C5:B8:1D,"TIM-29734941",[WPA2_PSK],2026-02-05 19:49:38,6,2437,-91,45.480711,7.906769,239.390000,0.600000,,,WIFI
6C:A0:B4:2C:6C:B4,"SKYWIFI_QUTHE",[WPA2_PSK],2026-02-05 19:49:38,11,2462,-91,45.480711,7.906769,239.390000,0.600000,,,WIFI
DE:B1:01:19:BA:F8,"TIM-29707924",[WPA2_PSK],2026-02-05 19:49:38,11,2462,-92,45.480711,7.906769,239.390000,0.600000,,,WIFI
3C:54:47:8D:AD:88,"SUN2000-BT22A0924179",[WPA2_PSK],2026-02-05 19:49:38,1,2412,-93,45.480711,7.906769,239.390000,0.600000,,,WIFI
FE:84:A7:04:98:FC,"My SEAT 4807",[WPA2_PSK],2026-02-05 19:49:46,6,2437,-78,45.481023,7.906409,237.980000,0.600000,,,WIFI
34:98:B5:27:62:12,"NETGEAR36_EXT",[WPA2_PSK],2026-02-05 19:49:46,13,2472,-84,45.481023,7.906409,237.980000,0.600000,,,WIFI
3C:64:CF:82:6F:DD,"WINDTRE-826FDD",[WPA2_PSK],2026-02-05 19:49:46,1,2412,-85,45.481023,7.906409,237.980000,0.600000,,,WIFI
7C:F1:7E:E5:0C:F1,"TP-Link_0CF1",[WPA2_PSK],2026-02-05 19:49:46,1,2412,-88,45.481023,7.906409,237.980000,0.600000,,,WIFI
FA:8F:CA:76:87:6A,"Salotto.v,",[OPEN],2026-02-05 19:49:46,6,2437,-88,45.481023,7.906409,237.980000,0.600000,,,WIFI
60:83:E7:36:54:4E,"WINDTRE-36544E",[WPA2_PSK],2026-02-05 19:49:46,11,2462,-88,45.481023,7.906409,237.980000,0.600000,,,WIFI
2E:D1:C6:87:05:C9,"My VW 9494",[WPA2_PSK],2026-02-05 19:49:46,6,2437,-89,45.481023,7.906409,237.980000,0.600000,,,WIFI
FA:8F:CA:88:86:5C,"Proiettore.m,",[OPEN],2026-02-05 19:49:46,6,2437,-94,45.481023,7.906409,237.980000,0.600000,,,WIFI
28:EE:52:52:52:18,"WiFi 2G",[WPA_WPA2_PSK],2026-02-05 19:49:54,1,2412,-79,45.480599,7.906094,238.720000,0.600000,,,WIFI
8C:90:2D:A9:BC:F0,"WINDTRE-A9BCF0",[WPA2_WPA3_PSK],2026-02-05 19:49:54,6,2437,-83,45.480599,7.906094,238.720000,0.600000,,,WIFI
60:1B:52:29:09:86,"Vodafone-E86694433",[WPA2_PSK],2026-02-05 19:49:54,12,2467,-89,45.480599,7.906094,238.720000,0.600000,,,WIFI
04:B4:FE:49:10:37,"Wind3 HUB-CAC581",[WPA2_PSK],2026-02-05 19:49:54,10,2457,-93,45.480599,7.906094,238.720000,0.600000,,,WIFI
10:71:B3:CA:C5:81,"Wind3 HUB-CAC581",[WPA2_PSK],2026-02-05 19:50:02,10,2457,-81,45.480361,7.905947,239.230000,0.700000,,,WIFI
C0:B1:01:00:45:E2,"H268Q_45E2",[WPA2_PSK],2026-02-05 19:50:02,4,2427,-84,45.480361,7.905947,239.230000,0.700000,,,WIFI
12:71:B3:1A:C5:81,"Wind3 HUB-CAC581_guest1",[WPA2_WPA3_PSK],2026-02-05 19:50:02,10,2457,-86,45.480361,7.905947,239.230000,0.700000,,,WIFI
70:49:A2:7E:3D:51,"enel-WiFi_A27E3D51",[WPA2_WPA3_PSK],2026-02-05 19:50:02,9,2452,-88,45.480361,7.905947,239.230000,0.700000,,,WIFI
D6:35:1D:6A:2E:9C,"3com",[WPA2_PSK],2026-02-05 19:50:02,6,2437,-90,45.480361,7.905947,239.230000,0.700000,,,WIFI
04:79:70:0D:09:9F,"WebCube4-0M34",[WPA2_PSK],2026-02-05 19:50:02,5,2432,-91,45.480361,7.905947,239.230000,0.700000,,,WIFI
EC:FD:F8:CE:B9:7A,"Solar-WiFi236W0012",[WPA2_PSK],2026-02-05 19:50:02,1,2412,-93,45.480361,7.905947,239.230000,0.700000,,,WIFI
A8:6E:84:3B:69:B4,"enel-WiFi_A27E3D51_EXT",[WPA2_WPA3_PSK],2026-02-05 19:50:02,9,2452,-93,45.480361,7.905947,239.230000,0.700000,,,WIFI
E6:64:B8:97:E4:BA,"TIM-54224880",[WPA2_PSK],2026-02-05 19:50:10,1,2412,-83,45.480063,7.905906,238.790000,0.700000,,,WIFI
A8:B1:3B:DB:21:DA,"DIRECT-D8-HP DeskJet 4100 series",[WPA2_PSK],2026-02-05 19:50:10,1,2412,-86,45.480063,7.905906,238.790000,0.700000,,,WIFI
02:EB:D8:26:9D:1A,"Halo mix",[WPA2_PSK],2026-02-05 19:50:10,7,2442,-89,45.480063,7.905906,238.790000,0.700000,,,WIFI
F8:0D:A9:01:5D:A4,"Wind3 HUB-015DA4",[WPA2_WPA3_PSK],2026-02-05 19:50:10,1,2412,-91,45.480063,7.905906,238.790000,0.700000,,,WIFI
02:EB:D8:26:A5:DA,"Halo mix",[WPA2_PSK],2026-02-05 19:50:27,7,2442,-88,45.479651,7.905767,238.100000,0.600000,,,WIFI
D4:6E:0E:57:0C:EE,"Eolo Donatella",[WPA2_PSK],2026-02-05 19:50:27,1,2412,-91,45.479651,7.905767,238.100000,0.600000,,,WIFI
02:EB:D8:26:A4:F6,"Halo mix",[WPA2_PSK],2026-02-05 19:50:27,7,2442,-94,45.479651,7.905767,238.100000,0.600000,,,WIFI
D4:F0:4A:C9:C0:2D,"SKYWIFI_HVPDS",[WPA2_PSK],2026-02-05 19:50:43,13,2472,-91,45.479568,7.905758,243.450000,0.600000,,,WIFI
7A:98:28:4A:62:1F,"TIM-43533697",[WPA2_PSK],2026-02-05 19:50:43,1,2412,-92,45.479568,7.905758,243.450000,0.600000,,,WIFI
E0:B6:68:42:F3:A7,"Wind3 HUB - 42F3A7",[WPA2_PSK],2026-02-05 19:50:59,13,2472,-83,45.478448,7.905276,232.420000,0.700000,,,WIFI
00:1E:42:25:61:C9,"Dahu_Monitoring",[WPA2_PSK],2026-02-05 19:50:59,11,2462,-88,45.478448,7.905276,232.420000,0.700000,,,WIFI
CC:2D:21:2B:59:45,"Tenda_2B5940",[WPA_WPA2_PSK],2026-02-05 19:50:59,1,2412,-89,45.478448,7.905276,232.420000,0.700000,,,WIFI
C4:EA:1D:62:DD:9F,"FASTWEB-1-62DD9F",[WPA_WPA2_PSK],2026-02-05 19:50:59,6,2437,-90,45.478448,7.905276,232.420000,0.700000,,,WIFI
52:E8:11:78:D7:E7,"S23 di Sara",[WPA2_PSK],2026-02-05 19:50:59,1,2412,-91,45.478448,7.905276,232.420000,0.700000,,,WIFI
E2:78:3B:30:44:D0,"G84marco",[WPA2_WPA3_PSK],2026-02-05 19:50:59,10,2457,-92,45.478448,7.905276,232.420000,0.700000,,,WIFI
BC:CF:4F:02:49:B5,"Wind",[WPA_WPA2_PSK],2026-02-05 19:51:04,1,2412,-81,45.478113,7.904926,232.010000,0.700000,,,WIFI
BC:A5:11:21:CA:77,"Network di Monica ",[WPA2_PSK],2026-02-05 19:51:04,9,2452,-86,45.478113,7.904926,232.010000,0.700000,,,WIFI
F8:73:1A:8E:88:5C,"TIM-95634292",[WPA2_PSK],2026-02-05 19:51:04,3,2422,-93,45.478113,7.904926,232.010000,0.700000,,,WIFI
5C:A4:F4:81:6B:68,"FASTWEB-L4UGEG",[WPA2_PSK],2026-02-05 19:51:12,11,2462,-87,45.477356,7.904176,236.650000,0.600000,,,WIFI
60:63:4C:B4:08:CA,"Farmacia1Piano",[WPA_WPA2_PSK],2026-02-05 19:51:12,1,2412,-90,45.477356,7.904176,236.650000,0.600000,,,WIFI
3C:64:CF:ED:13:B8,"TP-Link_13B8",[WPA2_PSK],2026-02-05 19:51:12,1,2412,-94,45.477356,7.904176,236.650000,0.600000,,,WIFI
5C:4D:BF:6C:3C:28,"5GPowerWiFi-6C3C28",[WPA2_WPA3_PSK],2026-02-05 19:51:20,6,2437,-70,45.476812,7.903162,238.270000,0.600000,,,WIFI
82:16:05:54:EF:C4,"Vodafone-Guest",[WPA2_PSK],2026-02-05 19:51:20,2,2417,-73,45.476812,7.903162,238.270000,0.600000,,,WIFI
08:16:05:54:EF:C1,"Vodafone-A52882514",[WPA2_PSK],2026-02-05 19:51:20,2,2417,-76,45.476812,7.903162,238.270000,0.600000,,,WIFI
3C:9E:C7:0A:20:64,"SKYWIFI_NDRZZ",[WPA2_PSK],2026-02-05 19:51:20,6,2437,-83,45.476812,7.903162,238.270000,0.600000,,,WIFI
BC:CF:4F:05:B0:51,"Home&Life SuperWiFi-B051",[WPA2_PSK],2026-02-05 19:51:20,2,2417,-90,45.476812,7.903162,238.270000,0.600000,,,WIFI
EC:08:6B:20:25:DE,"TIM-54491541",[WPA2_PSK],2026-02-05 19:51:20,7,2442,-92,45.476812,7.903162,238.270000,0.600000,,,WIFI
66:1F:48:11:F9:1A,"TIM-25677339",[WPA2_PSK],2026-02-05 19:51:28,10,2457,-86,45.476520,7.902085,236.570000,0.700000,,,WIFI
F4:92:BF:51:AB:05,"Docenti-ICIvrea1",[WPA2_PSK],2026-02-05 19:51:28,6,2437,-89,45.476520,7.902085,236.570000,0.700000,,,WIFI
28:3B:82:05:72:3C,"dlink-723C",[WPA_WPA2_PSK],2026-02-05 19:51:28,10,2457,-89,45.476520,7.902085,236.570000,0.700000,,,WIFI
60:14:66:5F:5B:B6,"WebCube4-5BB6",[WPA2_PSK],2026-02-05 19:51:28,1,2412,-91,45.476520,7.902085,236.570000,0.700000,,,WIFI
3A:07:16:73:25:D4,"iliadbox-1BA4CE",[WPA2_PSK],2026-02-05 19:51:28,6,2437,-91,45.476520,7.902085,236.570000,0.700000,,,WIFI
FA:92:BF:51:AB:05,"Alunni-ICIvrea1",[WPA2_PSK],2026-02-05 19:51:28,6,2437,-91,45.476520,7.902085,236.570000,0.700000,,,WIFI
96:9A:4A:5B:F7:02,"MASH 35115700_Guest",[WPA2_PSK],2026-02-05 19:51:28,6,2437,-92,45.476520,7.902085,236.570000,0.700000,,,WIFI
30:42:40:E7:42:DE,"Wind3 HUB - E742DE",[WPA2_PSK],2026-02-05 19:51:28,13,2472,-92,45.476520,7.902085,236.570000,0.700000,,,WIFI
24:2F:D0:DB:9F:84,"TP-Link_9F84",[WPA_WPA2_PSK],2026-02-05 19:51:36,11,2462,-85,45.476203,7.900914,237.050000,0.600000,,,WIFI
78:81:02:39:23:43,"TIM-82787140",[WPA2_PSK],2026-02-05 19:51:36,1,2412,-86,45.476203,7.900914,237.050000,0.600000,,,WIFI
D4:72:26:2D:DC:D7,"WebCube-DCD7",[WPA2_PSK],2026-02-05 19:51:36,11,2462,-88,45.476203,7.900914,237.050000,0.600000,,,WIFI
36:A9:53:8C:1C:8D,"virus",[WPA2_PSK],2026-02-05 19:51:36,11,2462,-89,45.476203,7.900914,237.050000,0.600000,,,WIFI
72:DC:02:D5:65:5D,"TIM-87331916",[WPA2_PSK],2026-02-05 19:51:36,11,2462,-94,45.476203,7.900914,237.050000,0.600000,,,WIFI
BC:15:AC:20:3E:B9,"VodafonePretty_fly_4_a_wifi",[WPA2_PSK],2026-02-05 19:51:44,4,2427,-93,45.475942,7.899637,235.290000,0.600000,,,WIFI
3C:64:CF:C0:C9:B9,"WINDTRE-C0C9B9",[WPA2_PSK],2026-02-05 19:51:44,6,2437,-93,45.475942,7.899637,235.290000,0.600000,,,WIFI
00:A3:88:58:07:84,"SKYWIFI_CDQ88",[WPA2_PSK],2026-02-05 19:51:52,13,2472,-90,45.475620,7.898266,237.690000,0.600000,,,WIFI
30:EA:E7:A3:B3:E0,"RS 3.6 HYB_AM40VES10000707",[WPA2_PSK],2026-02-05 19:51:52,8,2447,-92,45.475620,7.898266,237.690000,0.600000,,,WIFI
70:49:A2:7B:EB:A1,"enel-WiFi_A27BEBA1",[WPA2_WPA3_PSK],2026-02-05 19:52:00,10,2457,-87,45.475110,7.896618,236.170000,0.600000,,,WIFI
72:54:4B:DA:36:13,"Home&Life SuperWiFi-3611_guest2",[WPA2_PSK],2026-02-05 19:52:00,2,2417,-89,45.475110,7.896618,236.170000,0.600000,,,WIFI
50:D4:F7:B7:DE:D4,"TP-Link_DED4",[WPA2_PSK],2026-02-05 19:52:00,2,2417,-90,45.475110,7.896618,236.170000,0.600000,,,WIFI
C8:54:4B:DA:36:11,"Home&Life SuperWiFi-3611",[WPA2_PSK],2026-02-05 19:52:00,2,2417,-90,45.475110,7.896618,236.170000,0.600000,,,WIFI
3A:07:16:10:85:A4,"iliadbox-25A108",[WPA2_PSK],2026-02-05 19:52:00,6,2437,-90,45.475110,7.896618,236.170000,0.600000,,,WIFI
34:6F:24:0A:8F:A8,"DaikinAP74264",[WPA2_PSK],2026-02-05 19:52:00,8,2447,-90,45.475110,7.896618,236.170000,0.600000,,,WIFI
D4:72:26:72:62:FC,"WebCube-62FC",[WPA2_PSK],2026-02-05 19:52:00,1,2412,-91,45.475110,7.896618,236.170000,0.600000,,,WIFI
08:16:05:FA:A4:58,"Vodafone-C76357372",[WPA2_PSK],2026-02-05 19:52:00,13,2472,-91,45.475110,7.896618,236.170000,0.600000,,,WIFI
5C:C3:07:24:99:D4,"VodafoneMobileWiFi-99D432",[WPA2_PSK],2026-02-05 19:52:00,6,2437,-92,45.475110,7.896618,236.170000,0.600000,,,WIFI
00:EB:D8:F1:50:4C,"enel-WiFi_A27BEBA1_EXT",[WPA2_WPA3_PSK],2026-02-05 19:52:00,10,2457,-92,45.475110,7.896618,236.170000,0.600000,,,WIFI
74:36:6D:7A:86:24,"Vodafone-A62255034",[WPA2_PSK],2026-02-05 19:52:08,13,2472,-84,45.474104,7.895393,239.030000,0.600000,,,WIFI
58:9B:4A:FE:A1:13,"FASTWEB-GKCJBD",[WPA2_WPA3_PSK],2026-02-05 19:52:08,1,2412,-85,45.474104,7.895393,239.030000,0.600000,,,WIFI
E0:D3:62:9B:7A:8A,"Il Cantiere",[WPA2_PSK],2026-02-05 19:52:08,4,2427,-86,45.474104,7.895393,239.030000,0.600000,,,WIFI
00:E0:4C:AA:EE:5C,"FASTWEB-GKCJBD-ext_2G",[WPA2_PSK],2026-02-05 19:52:08,1,2412,-88,45.474104,7.895393,239.030000,0.600000,,,WIFI
14:33:75:14:F9:B1,"enel-WiFi_7514F9B1",[WPA2_WPA3_PSK],2026-02-05 19:52:08,2,2417,-91,45.474104,7.895393,239.030000,0.600000,,,WIFI
08:65:F0:BF:C6:26,"LEDnet001EBFC626",[OPEN],2026-02-05 19:52:08,2,2417,-93,45.474104,7.895393,239.030000,0.600000,,,WIFI
B0:19:21:03:BC:74,"Rete",[WPA2_PSK],2026-02-05 19:52:08,9,2452,-94,45.474104,7.895393,239.030000,0.600000,,,WIFI
3C:9E:C7:04:B9:64,"SKYWIFI_JWRJ7",[WPA2_PSK],2026-02-05 19:52:16,1,2412,-77,45.472958,7.894570,244.800000,0.600000,,,WIFI
7C:F1:7E:49:25:32,"TP-Link_EA0C_EXT",[WPA2_PSK],2026-02-05 19:52:16,2,2417,-87,45.472958,7.894570,244.800000,0.600000,,,WIFI
EC:FD:F8:F0:10:E8,"AP_3937309521",[OPEN],2026-02-05 19:52:16,1,2412,-91,45.472958,7.894570,244.800000,0.600000,,,WIFI
