WigleWifi-1.6,appRelease=v1.14,model=M5Stack GPS Unit,release=v1.14,device=ESP32 M5Stack,display=SPI TFT,board=ESP32 M5Stack,brand=Bruce,star=Sol,body=4,subBody=1
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
10:68:38:89:6F:0A,"AP-WH3E-106838896F09",[WPA2_PSK],2026-02-04 15:35:07,4,2427,-91,45.474087,7.892976,237.660000,0.600000,,,WIFI
F0:09:0D:76:CD:9E,"TIM-90526745_EXT",[WPA2_PSK],2026-02-04 15:35:07,11,2462,-93,45.474087,7.892976,237.660000,0.600000,,,WIFI
3C:45:7A:1B:F5:44,"SKYWIFI_VPEWQ",[WPA2_PSK],2026-02-04 15:35:07,13,2472,-93,45.474087,7.892976,237.660000,0.600000,,,WIFI
C8:54:4B:AA:88:D5,"InfostradaWiFi",[WPA_WPA2_PSK],2026-02-04 15:35:07,2,2417,-94,45.474087,7.892976,237.660000,0.600000,,,WIFI
F0:1B:24:C2:73:36,"TIM-67445753",[WPA2_PSK],2026-02-04 15:35:07,5,2432,-95,45.474087,7.892976,237.660000,0.600000,,,WIFI
D6:70:4F:09:78:B9,"Ospiti-TIM-GRIVOLA",[WPA2_PSK],2026-02-04 15:35:07,5,2432,-95,45.474087,7.892976,237.660000,0.600000,,,WIFI
C2:1A:96:E1:EE:65,"WINDTRE-2.4G-1459",[WPA2_PSK],2026-02-04 15:35:07,5,2432,-96,45.474087,7.892976,237.660000,0.600000,,,WIFI
e4:98:bb:74:69:af,"LEDnetWF0200087469AF",Misc [BLE],2026-02-04 15:35:07,0,,-97,45.474087,7.892976,237.660000,0.600000,,,BLE
5b:5f:27:d8:9c:28,"",Misc [BLE],2026-02-04 15:35:07,0,,-56,45.474087,7.892976,237.660000,0.600000,,004C,BLE
44:6f:f8:e9:eb:75,"Piston Animal",Misc [BLE],2026-02-04 15:35:07,0,,-94,45.474087,7.892976,237.660000,0.600000,,0A12,BLE
1d:94:a1:a4:c5:68,"",Misc [BLE],2026-02-04 15:35:07,0,,-95,45.474087,7.892976,237.660000,0.600000,,0006,BLE
dd:f0:d5:f9:6b:0d,"",Misc [BLE],2026-02-04 15:35:07,0,,-54,45.474087,7.892976,237.660000,0.600000,,004C,BLE
6e:7c:15:61:45:51,"",Misc [BLE],2026-02-04 15:35:07,0,,-96,45.474087,7.892976,237.660000,0.600000,,00E0,BLE
9c:30:5b:94:eb:d6,"",Misc [BLE],2026-02-04 15:35:07,0,,-96,45.474087,7.892976,237.660000,0.600000,,012D,BLE
F4:91:1E:D7:77:B3,"1ed777b3",[WPA2_PSK],2026-02-04 15:35:12,1,2412,-78,45.474199,7.893155,237.280000,0.600000,,,WIFI
A2:B5:3C:01:30:1A,"TIM-2.4",[WPA2_PSK],2026-02-04 15:35:12,1,2412,-85,45.474199,7.893155,237.280000,0.600000,,,WIFI
F0:51:36:06:DE:3F,"WebPocket-DE3F",[WPA2_PSK],2026-02-04 15:35:12,6,2437,-86,45.474199,7.893155,237.280000,0.600000,,,WIFI
CC:32:E5:6F:D4:B1,"TIM-74742457_EXT",[WPA_WPA2_PSK],2026-02-04 15:35:12,1,2412,-89,45.474199,7.893155,237.280000,0.600000,,,WIFI
08:16:05:A5:5C:76,"Vodafone-E07005759",[WPA2_PSK],2026-02-04 15:35:12,12,2467,-89,45.474199,7.893155,237.280000,0.600000,,,WIFI
A4:91:B1:D2:23:2B,"TIM-30548779",[WPA2_PSK],2026-02-04 15:35:12,6,2437,-91,45.474199,7.893155,237.280000,0.600000,,,WIFI
F0:51:36:2C:FB:1F,"WebPocket-FB1F",[WPA2_PSK],2026-02-04 15:35:12,6,2437,-92,45.474199,7.893155,237.280000,0.600000,,,WIFI
14:14:59:1E:BA:01,"Vodafone-A61181040",[WPA2_PSK],2026-02-04 15:35:12,6,2437,-93,45.474199,7.893155,237.280000,0.600000,,,WIFI
d0:d0:03:1c:77:35,"",Misc [BLE],2026-02-04 15:35:12,0,,-96,45.474199,7.893155,237.280000,0.600000,,0075,BLE
07:4f:9d:fa:df:65,"",Misc [BLE],2026-02-04 15:35:12,0,,-96,45.474199,7.893155,237.280000,0.600000,,,BLE
14:17:09:6f:a0:5b,"",Misc [BLE],2026-02-04 15:35:12,0,,-94,45.474199,7.893155,237.280000,0.600000,,,BLE
88:AC:C0:EE:BF:0D,"Wind3 HUB-EEBF0D",[WPA2_WPA3_PSK],2026-02-04 15:35:25,13,2472,-89,45.474944,7.892359,236.970000,0.600000,,,WIFI
30:42:40:FD:1A:02,"Wind3 HUB - FD1A02",[WPA2_PSK],2026-02-04 15:35:25,1,2412,-91,45.474944,7.892359,236.970000,0.600000,,,WIFI
10:13:31:25:43:73,"TIM-19219315",[WPA2_PSK],2026-02-04 15:35:25,1,2412,-93,45.474944,7.892359,236.970000,0.600000,,,WIFI
36:E6:E6:EE:4D:95,"[LG_Wall-Mount A/C]4d95",[WPA2_PSK],2026-02-04 15:35:25,11,2462,-93,45.474944,7.892359,236.970000,0.600000,,,WIFI
02:CC:21:30:43:41,"TIM-44226192",[WPA2_PSK],2026-02-04 15:35:25,11,2462,-94,45.474944,7.892359,236.970000,0.600000,,,WIFI
b8:c0:65:5f:2a:da,"Daikin",Misc [BLE],2026-02-04 15:35:25,0,,-97,45.474944,7.892359,236.970000,0.600000,,,BLE
b4:cb:b8:2c:5c:fb,"Daikin",Misc [BLE],2026-02-04 15:35:25,0,,-98,45.474944,7.892359,236.970000,0.600000,,,BLE
08:16:05:91:15:B6,"Vodafone-E01541110",[WPA2_PSK],2026-02-04 15:35:39,7,2442,-87,45.474996,7.891652,240.780000,0.600000,,,WIFI
E2:85:4D:2D:C0:3E,"[LG_Wall-Mount A/C]c03e",[WPA2_PSK],2026-02-04 15:35:39,11,2462,-92,45.474996,7.891652,240.780000,0.600000,,,WIFI
36:E6:E6:B9:1B:59,"[LG_Wall-Mount A/C]1b59",[WPA2_PSK],2026-02-04 15:35:39,11,2462,-93,45.474996,7.891652,240.780000,0.600000,,,WIFI
ef:eb:94:e7:ed:99,"",Misc [BLE],2026-02-04 15:35:39,0,,-96,45.474996,7.891652,240.780000,0.600000,,004C,BLE
60:85:3b:be:e5:50,"",Misc [BLE],2026-02-04 15:35:39,0,,-99,45.474996,7.891652,240.780000,0.600000,,004C,BLE
40:22:93:ff:2e:88,"",Misc [BLE],2026-02-04 15:35:39,0,,-96,45.474996,7.891652,240.780000,0.600000,,004C,BLE
c2:28:80:91:2f:d0,"",Misc [BLE],2026-02-04 15:35:39,0,,-97,45.474996,7.891652,240.780000,0.600000,,004C,BLE
7a:f2:49:50:3a:d6,"",Misc [BLE],2026-02-04 15:35:39,0,,-97,45.474996,7.891652,240.780000,0.600000,,004C,BLE
A2:B5:3C:1B:0D:DA,"TNCAP1BADDA",[WPA2_PSK],2026-02-04 15:36:04,6,2437,-90,45.473876,7.890311,238.850000,0.600000,,,WIFI
98:00:6A:2A:4F:C6,"Wind3 HUB - 2A4FC6",[WPA2_PSK],2026-02-04 15:36:04,11,2462,-96,45.473876,7.890311,238.850000,0.600000,,,WIFI
4b:e0:55:d4:50:ae,"",Misc [BLE],2026-02-04 15:36:04,0,,-89,45.473876,7.890311,238.850000,0.600000,,00E0,BLE
50:fd:d5:df:45:37,"",Misc [BLE],2026-02-04 15:36:04,0,,-95,45.473876,7.890311,238.850000,0.600000,,0075,BLE
5d:6f:d3:fc:37:74,"",Misc [BLE],2026-02-04 15:36:04,0,,-97,45.473876,7.890311,238.850000,0.600000,,004C,BLE
14:bb:6e:ae:96:49,"",Misc [BLE],2026-02-04 15:36:04,0,,-96,45.473876,7.890311,238.850000,0.600000,,0075,BLE
5e:d9:b8:c5:a7:f3,"",Misc [BLE],2026-02-04 15:36:04,0,,-92,45.473876,7.890311,238.850000,0.600000,,,BLE
74:6b:7f:d4:9a:89,"",Misc [BLE],2026-02-04 15:36:04,0,,-95,45.473876,7.890311,238.850000,0.600000,,004C,BLE
49:7c:66:d9:e4:3f,"",Misc [BLE],2026-02-04 15:36:04,0,,-94,45.473876,7.890311,238.850000,0.600000,,00E0,BLE
73:54:97:27:79:f7,"",Misc [BLE],2026-02-04 15:36:04,0,,-94,45.473876,7.890311,238.850000,0.600000,,00E0,BLE
74:78:c9:73:de:1e,"",Misc [BLE],2026-02-04 15:36:04,0,,-90,45.473876,7.890311,238.850000,0.600000,,004C,BLE
5b:34:5b:58:b2:ac,"",Misc [BLE],2026-02-04 15:36:04,0,,-95,45.473876,7.890311,238.850000,0.600000,,004C,BLE
5e:a0:50:b6:e5:24,"",Misc [BLE],2026-02-04 15:36:04,0,,-92,45.473876,7.890311,238.850000,0.600000,,004C,BLE
d6:5e:d6:bb:8d:fc,"",Misc [BLE],2026-02-04 15:36:04,0,,-92,45.473876,7.890311,238.850000,0.600000,,004C,BLE
d0:03:df:da:e6:a1,"",Misc [BLE],2026-02-04 15:36:04,0,,-91,45.473876,7.890311,238.850000,0.600000,,0075,BLE
15:43:d9:c3:22:df,"",Misc [BLE],2026-02-04 15:36:04,0,,-93,45.473876,7.890311,238.850000,0.600000,,004C,BLE
2a:c5:c8:dc:ad:a6,"",Misc [BLE],2026-02-04 15:36:04,0,,-96,45.473876,7.890311,238.850000,0.600000,,0065,BLE
f8:89:0d:7a:1a:bb,"",Misc [BLE],2026-02-04 15:36:04,0,,-96,45.473876,7.890311,238.850000,0.600000,,004C,BLE
68:fc:ca:b7:1e:79,"",Misc [BLE],2026-02-04 15:36:04,0,,-98,45.473876,7.890311,238.850000,0.600000,,0075,BLE
4c:01:49:ce:c9:89,"",Misc [BLE],2026-02-04 15:36:04,0,,-94,45.473876,7.890311,238.850000,0.600000,,004C,BLE
70:f8:9c:a3:36:83,"",Misc [BLE],2026-02-04 15:36:04,0,,-91,45.473876,7.890311,238.850000,0.600000,,,BLE
14:14:59:C3:2B:C1,"Vodafone-A47612256",[WPA2_PSK],2026-02-04 15:36:09,2,2417,-78,45.473577,7.890025,237.610000,0.600000,,,WIFI
80:16:05:56:21:31,"Vodafone-A77214780",[WPA2_PSK],2026-02-04 15:36:09,7,2442,-83,45.473577,7.890025,237.610000,0.600000,,,WIFI
D6:35:1D:50:78:0A,"TIM-23401994",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-84,45.473577,7.890025,237.610000,0.600000,,,WIFI
1C:3B:F3:74:5F:3A,"Alika",[WPA2_PSK],2026-02-04 15:36:09,10,2457,-85,45.473577,7.890025,237.610000,0.600000,,,WIFI
4E:BA:D7:32:18:44,"[LG_Wall-Mount A/C]1844",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-87,45.473577,7.890025,237.610000,0.600000,,,WIFI
1C:3B:F3:57:4D:49,"TIM-22144957",[WPA_WPA2_PSK],2026-02-04 15:36:09,1,2412,-88,45.473577,7.890025,237.610000,0.600000,,,WIFI
D6:8D:26:26:86:73,"[LG_Wall-Mount A/C]8673",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-88,45.473577,7.890025,237.610000,0.600000,,,WIFI
D6:8D:26:25:FD:A7,"[LG_Wall-Mount A/C]fda7",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-88,45.473577,7.890025,237.610000,0.600000,,,WIFI
44:FB:5A:DE:48:E9,"FASTWEB-E59UQT",[WPA2_PSK],2026-02-04 15:36:09,1,2412,-89,45.473577,7.890025,237.610000,0.600000,,,WIFI
E6:64:B8:95:47:FA,"TIM-69465268",[WPA2_PSK],2026-02-04 15:36:09,1,2412,-89,45.473577,7.890025,237.610000,0.600000,,,WIFI
BA:00:6A:18:2D:2F,"TIM-90902443",[WPA2_PSK],2026-02-04 15:36:09,2,2417,-91,45.473577,7.890025,237.610000,0.600000,,,WIFI
80:16:05:05:70:21,"Vodafone-A78477878",[WPA2_PSK],2026-02-04 15:36:09,6,2437,-91,45.473577,7.890025,237.610000,0.600000,,,WIFI
12:CC:21:34:09:45,"TIM-99522260",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-91,45.473577,7.890025,237.610000,0.600000,,,WIFI
FA:8F:CA:3D:B0:C6,"Letto .b,",[OPEN],2026-02-04 15:36:09,6,2437,-92,45.473577,7.890025,237.610000,0.600000,,,WIFI
62:90:A2:0C:D6:19,"TIM-40353392",[WPA2_PSK],2026-02-04 15:36:09,11,2462,-93,45.473577,7.890025,237.610000,0.600000,,,WIFI
50:5A:65:E1:51:F4,"AP-WH3E-505A65E151F3",[WPA2_PSK],2026-02-04 15:36:09,4,2427,-94,45.473577,7.890025,237.610000,0.600000,,,WIFI
00:A3:88:6B:3F:54,"SKYWIFI_T8EFG",[WPA2_PSK],2026-02-04 15:36:09,13,2472,-95,45.473577,7.890025,237.610000,0.600000,,,WIFI
28:56:5a:68:f2:e4,"",Misc [BLE],2026-02-04 15:36:09,0,,-96,45.473577,7.890025,237.610000,0.600000,,004C,BLE
15:aa:48:59:4a:52,"",Misc [BLE],2026-02-04 15:36:09,0,,-96,45.473577,7.890025,237.610000,0.600000,,,BLE
8c:ea:48:5f:7b:57,"",Misc [BLE],2026-02-04 15:36:09,0,,-91,45.473577,7.890025,237.610000,0.600000,,0075,BLE
52:4c:70:52:fe:33,"",Misc [BLE],2026-02-04 15:36:09,0,,-83,45.473577,7.890025,237.610000,0.600000,,004C,BLE
94:e6:ba:f8:3b:cb,"",Misc [BLE],2026-02-04 15:36:09,0,,-96,45.473577,7.890025,237.610000,0.600000,,0075,BLE
4b:d4:23:fa:a5:7e,"",Misc [BLE],2026-02-04 15:36:09,0,,-97,45.473577,7.890025,237.610000,0.600000,,004C,BLE
94:e6:ba:c1:0d:15,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,0075,BLE
1c:e8:9e:c1:b6:76,"Refrigerato",Misc [BLE],2026-02-04 15:36:09,0,,-92,45.473577,7.890025,237.610000,0.600000,,0075,BLE
0e:ec:5e:d5:b9:84,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,,BLE
44:01:83:25:b6:14,"",Misc [BLE],2026-02-04 15:36:09,0,,-99,45.473577,7.890025,237.610000,0.600000,,,BLE
d6:fc:cc:bc:4f:7f,"",Misc [BLE],2026-02-04 15:36:09,0,,-98,45.473577,7.890025,237.610000,0.600000,,0087,BLE
1c:e8:9e:aa:93:a9,"",Misc [BLE],2026-02-04 15:36:09,0,,-95,45.473577,7.890025,237.610000,0.600000,,0075,BLE
4a:1e:a6:8b:d7:9c,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,004C,BLE
fa:d8:f4:35:77:8f,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,004C,BLE
5b:fa:a1:ea:7a:00,"",Misc [BLE],2026-02-04 15:36:09,0,,-89,45.473577,7.890025,237.610000,0.600000,,004C,BLE
e0:03:6b:30:60:c5,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,0075,BLE
55:d6:62:7b:24:56,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,004C,BLE
3b:90:2d:95:4b:25,"",Misc [BLE],2026-02-04 15:36:09,0,,-92,45.473577,7.890025,237.610000,0.600000,,,BLE
ec:1f:a2:d5:cd:8e,"",Misc [BLE],2026-02-04 15:36:09,0,,-98,45.473577,7.890025,237.610000,0.600000,,004C,BLE
50:fd:d5:db:c1:3e,"Washer",Misc [BLE],2026-02-04 15:36:09,0,,-96,45.473577,7.890025,237.610000,0.600000,,0075,BLE
5b:64:1e:a1:82:df,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,004C,BLE
44:5c:e9:e6:99:a5,"",Misc [BLE],2026-02-04 15:36:09,0,,-96,45.473577,7.890025,237.610000,0.600000,,0075,BLE
de:80:b0:fe:88:73,"",Misc [BLE],2026-02-04 15:36:09,0,,-97,45.473577,7.890025,237.610000,0.600000,,004C,BLE
6c:6c:c5:2e:d0:30,"",Misc [BLE],2026-02-04 15:36:09,0,,-95,45.473577,7.890025,237.610000,0.600000,,004C,BLE
d0:c2:4e:af:6b:42,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,0075,BLE
4f:87:49:06:96:b7,"",Misc [BLE],2026-02-04 15:36:09,0,,-91,45.473577,7.890025,237.610000,0.600000,,004C,BLE
7b:a8:5e:79:19:48,"",Misc [BLE],2026-02-04 15:36:09,0,,-94,45.473577,7.890025,237.610000,0.600000,,004C,BLE
dd:20:4c:ad:ef:d1,"",Misc [BLE],2026-02-04 15:36:09,0,,-95,45.473577,7.890025,237.610000,0.600000,,004C,BLE
4a:ea:62:bf:5d:f3,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,,BLE
5b:48:ec:20:1c:85,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,004C,BLE
54:f5:b5:dd:b0:33,"",Misc [BLE],2026-02-04 15:36:09,0,,-90,45.473577,7.890025,237.610000,0.600000,,004C,BLE
49:70:b4:17:b7:35,"",Misc [BLE],2026-02-04 15:36:09,0,,-93,45.473577,7.890025,237.610000,0.600000,,004C,BLE
66:29:b6:86:2b:25,"",Misc [BLE],2026-02-04 15:36:09,0,,-89,45.473577,7.890025,237.610000,0.600000,,004C,BLE
